Partner ID,Partner Type,Partner Name,Standard_Type,Description,Country,Location,Contact Person,Address,Status,Date Added,Date updated,By who?,Bank Account Number,Account Name,Bank name,Province - Branch
RST-48,RST_Resort,Mai Chau Hideaway,,,Vietnam  ,Mai Chau,02186 288 899,"Suoi Lon village, Tan Mai, Mai Chau District, Hoa Binh Province",,,,,1026983898,CONG TY TNHH DU LICH NGHI DUONG  MAI CHAU HIDEAWAY,Vietcombank ,Hoa Binh - Hoa Binh
HTL-67,HTL_Hotel,Mai House Saigon,5*,,Vietnam  ,Ho Chi Minh City,Ms. Phượng - 093 318 8228,"157 Nam Ky Khoi Nghia, Xuan Hoa, HCMC",,,,,8868226868,CT TNHH BAT DONG SAN ARECO,VIETCOMBANK,GIA DINH
GDE-75,GDE_Guide,Mai Xuan Bang  - Venus ,,,Vietnam  ,Hoi An,,,,,,,,,,
CRS-14,CRS_Cruise,Majesty Prime Cruise,5*,,Vietnam  ,Ha Long,+84 866806680,"Suite 302, The One Bulding,
No.2 Chuong Duong Do Str, Hoan Kiem Dist, Hanoi Cty, Vietnam.",,,,,,,,
GDE-101,GDE_Guide,Makara - Robert ,Senior Guide,,Cambodia  ,,,,,,,,,,,
FNB-65,FNB_Restaurant,Malis ,,,Cambodia  ,Siem Reap,,,,,,,,,,
FNB-61,FNB_Restaurant,Manda De Lao,,,Laos  ,Luang Prabang,,,,,,,,,,
FNB-60,FNB_Restaurant,Manivanh - Pak ou Caves,,,Laos  ,Luang Prabang,,,,,,,,,,
ATC-19,ATC_Attraction,Monkey Forest,,,Indonesia  ,Bali - Ubud,,,,,,,,,,
GDE-93,GDE_Guide,Marie - DTH Malaysia ,,,Malaysia  ,,,,,,,,,,,
GDE-92,GDE_Guide,Mariea - DTH Malaysia ,,,Malaysia  ,,,,,,,,,,,
FNB-79,FNB_Restaurant,Masala Art Indian Restaurant at Minerva Church Hanoi,Indian Halal Restaurant,,Vietnam  ,Ha Noi,Hotline - 0393252726,"No.9 Nha Tho, Minerva Church Hotel Hoan Kiem Ward, Hanoi City, Hà Nội 10000, Vietnam",Approved,2025-07-29,Adi,,,,,
SRV-01,SRV_Service,Massage Ham Nghi 137,,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
HTL-48,HTL_Hotel,May De Ville Lakeside,5*,,Vietnam  ,Ha Noi,Mrs. Lan Phương - 090 455 0378,"43 Gia Ngu Str, Hoan Kiem Dist, Hanoi",,,,,0011003714362,CONG TY TNHH THUONG MAI VA DICH VU PHU VAN HUNG ,VIETCOMBANK,
HTL-154,HTL_Hotel,Me Saigon Boutique Hotel,4*,Highly recommended; should use.,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
FNB-08,FNB_Restaurant,Mekong Reststop,Vietnamese Restaurant,,Vietnam  ,Tien Giang,Hotline: 0933 334 445,,,,,,24434697 ,HA MINH KHE,ACB ,Tien Giang - My Tho
PRT-18,PRT_Partner_DMC,Mekong Travel Vinh Long (Ut Trinh),,,Vietnam  ,Vinh Long,Mekong Travel +84 914 243 252,,,,,,7300211020782,Cong ty du lich Mekong Travel,Agribank,Vinh Long - Vinh Long
HTL-113,HTL_Hotel,Melia Hanoi,5*,,Vietnam  ,Hanoi,,,,,,,,,,
HTL-93,HTL_Hotel,Melia Kuala Lumpur,4*,,Malaysia  ,Kuala Lumpur,,"16, Jln Imbi, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,,,90906667777,CTY CP DT BDS KHACH SAN THAI DUONG,TP Bank,Ho Chi Minh
HTL-143,HTL_Hotel,Memoire D'Angkor Boutique ,4*,,Cambodia  ,Siem Reap,,,,,,,,,,
HTL-119,HTL_Hotel,Meritel Hanoi,4*,,Vietnam  ,Hanoi,,,,,,,,,,
RST-37,RST_Resort,Merusaka Nusa Dua,5*,,Indonesia  ,Bali,+62  361 2002900,"Kawasan Wisata Nusa Dua Lot S-3, Kabupaten Badung, Bali 80363",,,,,,,,
FNB-92,FNB_Restaurant,MẸT Vietnamese restaurant & Vegetarian Food 1,Vietnamese - Vegetarian Restaurant,,Vietnam  ,Ha Noi,Hotline - 0985627976,"29 P. Hàng Trống, Hàng Trống, Hoàn Kiếm, Hà Nội 11000, Vietnam",,,,,,,,
HTL-92,HTL_Hotel,Mi Rochor,4*,,Singapore  ,Singapore,+65 6669 8822,"89 Short St, Singapore 188216",Approved,,,,,,,
GDE-27,GDE_Guide,Michalowski Krzysztof Michal,PL TL,,Vietnam  ,Ho Chi Minh City,0933605737,,,,,,,,,
PRT-19,PRT_Partner_DMC,Minh MHP,,,Vietnam  ,Ha Noi,Mr. Minh -+ 84 906282235,"Suite 586, building 235 Nguyen Ngoc Nai street, Thanh Xuan District, Hanoi ",Main partner for North VN,,,,014704060067108,MHP TRAVEL JOINT STOCK COMPANY - CONG TY CO PHAN DU LICH MHP,VIB ,Hanoi - Hanoi
HST-04,HST_Hostess,Minh Thuy,,,Vietnam  ,Ho Chi Minh City,Mr. Bảo - 0776140811,,,,,,,,,
HTL-147,HTL_Hotel,Mintra Hotel,3*,,Laos  ,Vientiane,,,,,,,,,,
HTL-68,HTL_Hotel,Moire Hoi An Vignette Collection By IHG,5*,,Vietnam  ,Hoi An,,"Xuyen Trung Block, Cam Nam Ward, Hoi An",,,,,110002964979,Cong ty CP Ngoc Hoi An,Vietinbank,Quang Nam - Hoi An
CRS-43,CRS_Cruise,Mon Cheri Cruises,5*,,Vietnam  ,Ha Long,+84 243 933 5728,"5th floor, No 16 Thi Sach Street, Pham Dinh Ho ward, Hai Ba Trung Dist, Hanoi City",,,,,,,,
ATC-20,ATC_Attraction,Ulun Danu Beratan Temple,,,Indonesia  ,Bali,,,,,,,,,,
ATC-21,ATC_Attraction,Sakti Garden Ubud,,,Indonesia  ,Bali - Ubud,,,,,,,,,,
FNB-32,FNB_Restaurant,Morning Glory Signature,Vietnamese Restaurant,,Vietnam  ,Hoi An,,,,,,,,,,
HTL-35,HTL_Hotel,Movenpick Hotel Hanoi Centre,5*,,Vietnam  ,Ha Noi,+84 243 822 2800,"83A Ly Thuong Kiet, Hoan Kiem, Hanoi",,,,,,,,
RST-15,RST_Resort,Mövenpick Resort Waverly Phu Quoc,5*,,Vietnam  ,Phu Quoc,Mr Dat - +84 91 516 1944,"Group 01, Ong Lang Hamlet Cua Duong Village, Phu Quoc Island ",,,,,257659062,CONG TY CO PHAN NGOI SAO CUA DUONG,VP Bank,Hanoi 
INT-16,INT_Interpreter,Mr. Dai,,,,Ha Noi,0379 855 634,,,,,,,,,
DRV-03,DRV_Driver_of_vehicle,Mr. Nghia - Kaito,,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
DRV-04,DRV_Driver_of_vehicle,Mr. Nhan - Kaito,,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
GDE-111,GDE_Guide,Mr. Thanh - Green Trip ,,,Vietnam  ,Nha Trang,,,,,,,,,,
INT-17,INT_Interpreter,Mr. Vinh,,,,Ho Chi Minh City,"0919 188 809
0939 779 889",,,,,,,,,
PRT-20,PRT_Partner_DMC,Ms . Pham - Sapa Package Tour,,,Vietnam  ,,Ms. Pham,,Main partner for Sapa tours,,,,37610000014772,LY MAY PHAM,BIDV ,Lao Cai - Sapa
PRT-21,PRT_Partner_DMC,Ms Kieu - Ben Tre Package,,,Vietnam  ,,Ms Kieu - 0918938701,,Main partner for 1d Mekong tours,,,,8640062704,CN TAI TIEN GIANG - CONG TY TNHH TMDV DL TT TIA ANH SANG,BIDV,Ho Chi Minh City - Dong Khoi 
ATC-22,ATC_Attraction,Kawah Ijen Volcano trek,,,Indonesia  ,Java,,,,,,,,,,
RST-39,RST_Resort,Mulu Marriott Resort&Spa,5*,,Malaysia  ,Sarawak,+60 85 792388,"Sungai Melinau, PO Box 1145, Mulu, Malaysia, 98008",,,,,,,,
ATC-23,ATC_Attraction,Kecak Dance Performance,,,Indonesia  ,Bali,,,,,,,,,,
RST-33,RST_Resort,Munduk Sari Resort,3*,,Indonesia  ,Bali,+62 361 747 5473,"JL Raya Kayuputih, Munduk, Banjar Buleleng North Bali ZIP. 81152",,,,,,,,
FNB-82,FNB_Restaurant,Musa Karim Halal Restaurant,Vietnamese - Malay Halal Restaurant,,Vietnam  ,Ho Chi Minh City,Hotline - 0937571119,"47 Đ. Nguyễn An Ninh, Phường Bến Thành, Quận 1, Hồ Chí Minh, Vietnam",Approved,2025-07-29,Adi,,,,,
GDE-40,GDE_Guide,My  - MHP ,,,Vietnam  ,Ha Noi,,,,,,,,,,
HTL-19,HTL_Hotel,MyBanLao Hotel,5*,,Laos  ,Luang Prabang, 071252078,"Thammamikalath Rd, Ban Mano. Ban Mano Rd, Luang Prabang",,,,,,,,
HMS-17,HMS_Homestay,Nam Ham Luong,Homestay,,Vietnam  ,Ben Tre,,,,,,,,,,
FNB-10,FNB_Restaurant,Nen Light Restaurant,Fine Dining,,Vietnam  ,Ho Chi Minh City,,,,,,,19026853862088,Le Hoang Huy,Techcombank,Thanh Khe
RST-29,RST_Resort,Nexus Resort & Spa Karambunai,5*,,Malaysia  ,Kota Kinabalu,+60 88 480 888,"Off Jalan Sepanger Bay, Locked Bag 100,88993 Kota Kinabalu, Sabah, Malaysia",,,,,,,,
INT-13,INT_Interpreter,Ngo Minh Thuy (Danuta),,,,Out of country,0878 592 705,,,,,,,,,
FNB-103,FNB_Restaurant,NGON Vegan,Vegetarian - Vegan Restaurant,,Vietnam  ,Ninh Binh,Hotline - 0338348063,"Tam Coc Rd, Ninh Hải, Hoa Lư, Ninh Bình, Vietnam",,,,,,,,
GDE-35,GDE_Guide,Nguyen Anh Duc - MHP ,,,Vietnam  ,Ha Noi,,,,,,,,,,
GDE-08,GDE_Guide,Nguyen Duc Kien,Support Guide,,Vietnam  ,Ho Chi Minh City, 0902934895,,,,,,9902934895,NGUYEN DUC KIEN,Vietcombank,HCM branch - Hung Vuong
GDE-33,GDE_Guide,Nguyen Ha Mai - MHP ,,,Vietnam  ,Ha Noi,038 6696372,,,,,,,,,
INT-04,INT_Interpreter,Nguyen Ha My,,,,Ha Noi,0836 040 968,,,,,,,,,
GDE-09,GDE_Guide,Nguyen Huu Gia Huy,Support Guide,,Vietnam  ,Ho Chi Minh City,0964923978,,,,,,0441000711247,Nguyen Huu Gia Huy,VIETCOMBANK,
GDE-84,GDE_Guide,Nguyen Huynh Thao Vy  - Venus ,,,Vietnam  ,Hoi An,,,,,,,,,,
INT-10,INT_Interpreter,Nguyen Khanh Hoang (Tina's Brother),,,,Ho Chi Minh City,0869 186 638,,,,,,,,,
GDE-76,GDE_Guide,Nguyen Minh Phuc  - Venus ,,,Vietnam  ,Hoi An,,,,,,,,,,
INT-15,INT_Interpreter,Nguyen Nam Cuong (Tomek),,,,Ho Chi Minh City,+48 570 041 078,,,,,,,,,
GDE-10,GDE_Guide,Nguyen Ngoc Han,Support Guide,,Vietnam  ,Ho Chi Minh City,0363077799,,,,,,"03819160101
",NGUYEN NGOC HAN,Tp bank , Tien Giang Branch
GDE-11,GDE_Guide,Nguyen Quang Huy,Good Guide,,Vietnam  ,Ho Chi Minh City,0988779252,,,,,,17710000415213,NGUYEN QUANG HUY,BIDV,HCM - Truong Son Branch 
GDE-68,GDE_Guide,Nguyen Thanh Chau  - Venus ,,,Vietnam  ,Hoi An,,,,,,,,,,
GDE-12,GDE_Guide,Nguyen Thanh Nam,Support Guide,,Vietnam  ,Ho Chi Minh City,0961366473,,,,,,0881000457274,NGUYEN THANH NAM,VIETCOMBANK,
GDE-50,GDE_Guide,Nguyen Thi Hoa  - MHP ,,,Vietnam  ,Ha Noi,,,,,,,,,,
HST-01,HST_Hostess,Nguyen Thi Hoang Yen,,,Vietnam  ,Ho Chi Minh City,Mr. Bảo - 0776140808,,,,,,,,,
HST-03,HST_Hostess,Nguyen Thi Linh Chi,,,Vietnam  ,Ho Chi Minh City,Mr. Bảo - 0776140810,,,,,,,,,
GDE-13,GDE_Guide,Nguyen Thi My Duyen,Pickup Guide,,Vietnam  ,Ho Chi Minh City,0909701036 ,,,,,,"0909701036 
",NGUYEN THI MY DUYEN ,MBBank,
GDE-51,GDE_Guide,Nguyen Van Chung  - MHP ,,,Vietnam  ,Ha Noi,,,Banned,,,,,,,
GDE-14,GDE_Guide,Nguyen Van Hai (Gymer),Good Guide,,Vietnam  ,Ho Chi Minh City,0876788679,,,,,,19036922324013,NGUYEN VAN HAI,Techcombank ,HCM - District 4 branch
GDE-66,GDE_Guide,Nguyen Van Tran  - Venus ,,,Vietnam  ,Hoi An,,,,,,,,,,
GDE-48,GDE_Guide,Nguyen Xuan Thanh  - MHP ,,,Vietnam  ,Ha Noi,0369598688,,,,,,,,,
FNB-73,FNB_Restaurant,Nhà hàng du lịch anh Giang - Delta from Ms. Kieu lunch,Vietnamese Restaurant,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
FNB-43,FNB_Restaurant,Nhat Nguyet Coffee - D5 Branch,Cafe,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
PRT-22,PRT_Partner_DMC,Nhi Gia,,,Vietnam  ,,,,Main partner for air tickets,,,,0511000401397,NHI GIA TRADING AND SERVICE COMPANY LIMITED,VCB,Sai Gon 
HMS-25,HMS_Homestay,Ninh Binh Family Homestay,Homestay,,Vietnam  ,Ninh Binh,,,,,,,,,,
HTL-20,HTL_Hotel,Nong Kiau Riverside,Homestay,,Laos  ,Nong Klau,+85 620 22 40 66 77,"78/1 Ban Sop Houn, Nong Kiau 06060, Lào",,,,,,,,
HTL-69,HTL_Hotel,Northern Charm Hotel,4*,,Vietnam  ,Ho Chi Minh City,,"11A Thi Sach, Ben Nghe, District 1, HCMC",,,,,1018132973,CT TNHH TM DV KHACH SAN QUY PHUONG BAC,Vietcombank,HCMC-HCMC
CRS-56,CRS_Cruise,Nostalgia,4*,,Vietnam  ,Ha Long,,,,,,,,,,
HTL-17,HTL_Hotel,Nouvo City Hotel,4*,,Thailand  ,Bangkok,+66 2 282 7500,"2 Samsen 2 Road, Phranakorn, Bangkok 10200",,,,,,,,
HTL-23,HTL_Hotel,Novotel Bangkok Sukhumvit 20,4*,,Thailand  ,Bangkok,+66 200 94999,"19/9 Soi Sukhumvit 20, Sukhumvit Road, Klongtoey, 10110 Bangkok
Thailand",,,,,,,,
HTL-22,HTL_Hotel,Novotel Bangkok Sukhumvit 4,4*,,Thailand  ,Bangkok,+66 2 659 2888,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Tajlandia",,,,,,,,
RST-16,RST_Resort,Novotel Phu Quoc Resort,4*,,Vietnam  ,Phu Quoc,0 297 626 4912,"Duong Bao Hamlet, Duong To Commune, Phu Quoc City, Vietnam
",,,,,22210003159999,PHU QUOC INVESTMENT AND DEVELOPMENT JOINT STOCK CORPORATION,BIDV,Hanoi - THanh Xuan Branch
HTL-127,HTL_Hotel,Novotel Saigon Centre,4*,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
GDE-28,GDE_Guide,Nowak Andrzej Piotr,PL TL,,Vietnam  ,Ho Chi Minh City,0982538991 ,,,,,,,,,
GDE-103,GDE_Guide,Nui Kanook - Robert ,Senior Guide,,Thailand  ,,,,,,,,,,,
HTL-161,HTL_Hotel,Nuovo Bangkok,,,Thailand  ,Bangkok,,,,,,,,,,
FNB-22,FNB_Restaurant,O Bun Cha Ha Noi,Vietnamese Restaurant,"Served in a pretty way, but the restaurant is quite small",Vietnam  ,Ha Noi,,,,,,,,,,
RST-17,RST_Resort,Ocean Bay Resort & Spa Phu Quoc,5*,,Vietnam  ,Phu Quoc,"Mrs. Trang 
+84 2973 909 979","Ong Lang Hamlet, Cua Duong Commune, Phu Quoc City, Kien Giang Province",,,,,943997979,CONG TY CO PHAN HAI LAM,MB Bank,HCMC - South Sai Gon Branch
HTL-24,HTL_Hotel,Orchard Rendezvous Hotel,4*,,Singapore  ,Singapore,+65 6737 1133,1 Tanglin Road Singapore 247905,,,,,,,,
CRS-09,CRS_Cruise,Orchid Classic Cruise ,5*,,Vietnam  ,Ha Long,Ms. Phuong - 0902012069,"22/45/200 Au Co Str., Tay Ho Dist., Hanoi, Vietnam",,,,,0141008888666,CONG TY CP DU THUYEN PELICAN HA LONG CAT BA,Vietcomabank,Quang Ninh
CRS-44,CRS_Cruise,Orchid Premium Cruise,5*,,Vietnam  ,Ha Long,+84 24 3759 3098,"Asia Sky Building, 73 Ly Nam De Str, Hoan Kiem Dist., Hanoi, Vietnam.",,,,,,,,
CRS-15,CRS_Cruise,Orchid Trendy Cruise,5*,,Vietnam  ,Ha Long,Ms. Phuong - 0902012069,"22/45/200 Au Co Str., Tay Ho Dist., Hanoi, Vietnam",,,,,,,,
HTL-70,HTL_Hotel,Orchids Saigon Hotel,4*,,Vietnam  ,Ho Chi Minh City,Ms. Phước - 0772 726 382,"192 Pasteur, Xuan Hoa, HCMC",,,,,119002776625,CONG TY TNHH THUONG MAI DICH VU DU LICH ORCHIDS,Vietinbank,Branch 2 HCM
CRS-28,CRS_Cruise,Oriental Sails,3*,,Vietnam  ,Ha Long,84-243 926 4009,"11A Cao Ba Quat street, Dien Bien quarter, Ba Dinh District, Hanoi City, Viet Nam",,,,,,,,
PRT-27,PRT_Partner_DMC,Oxalis Tour ,,,Vietnam  ,,,,Approved,,,,0311000732632,CONG TY TNHH OXALIS HOLIDAY,Vietcomabank,Quang Ninh
ATC-24,ATC_Attraction,Kuang Si waterfall,,,Laos  ,Luang Prabang,,,,,,,,,,
RST-18,RST_Resort,Palm Garden Resort,5*,,Vietnam  ,Hoi An,0905464196,"Lac Long Quan Street, Cua Dai Ward, Hoi An, Vietnam",,,,,0041000305953,CONG TY TNHH MOT THANH VIEN PHUOC THINH - PALM GARDEN,Vietcomabank,Quang Nam
RST-19,RST_Resort,Pandanus Resort Mui Ne,4*,,Vietnam  ,Mui Ne,0 252 3849 849,"3 Nguyen Huu Tho, Mui Ne,
Phan Thiet  77118, Binh Thuan, Viet Nam",,,,,0071002978730,THIEN THAI MUI NE JOINT STOCK COMPANY,VIETCOMBANK ,Binh Thuan
HTL-72,HTL_Hotel,Pao's Sapa Leisure Hotel,5*,,Vietnam  ,Sapa,0214 625 3999,"Muong Hoa Street, Sapa Town, Lao Cai",,,,,0951006669999,CTY CPDT INDOCHINA- CN KS TAI MUONG HOA,VIETCOMBANK,Lao Cai - Lao Cai
CRS-16,CRS_Cruise,Paradise Elegance Cruise,5*,,Vietnam  ,Ha Long,+84 24 3941 6666,"Phòng 903, Tầng 9, Tòa nhà Gelex, Số 52 Phố Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội, Việt Nam",,,,,,,,
CRS-45,CRS_Cruise,Paradise Grand Cruise,5*,,Vietnam  ,Ha Long,+84 24 3941 6666,"Phòng 903, Tầng 9, Tòa nhà Gelex, Số 52 Phố Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",,,,,,,,
CRS-46,CRS_Cruise,Paradise Peak Cruise,5*,,Vietnam  ,Ha Long,+84 24 3941 6666,"Phòng 903, Tầng 9, Tòa nhà Gelex, Số 52 Phố Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",,,,,,,,
CRS-47,CRS_Cruise,Paradise Sails,5*,,Vietnam  ,Ha Long,+84 24 3941 6666,"Phòng 903, Tầng 9, Tòa nhà Gelex, Số 52 Phố Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",,,,,,,,
HTL-98,HTL_Hotel,Paris Hotel Chau Doc,,,Vietnam  ,Chau Doc,,,,,,,,,,
HTL-73,HTL_Hotel,Park Hyatt Saigon,5*,,Vietnam  ,Ho Chi Minh City,+84 28 3824 1234,"2 Lam Son Square, Saigon",,,,,0071000902133,GRAND IMPERIAL SAIGON HOTEL LIMITED LIABILITY COMPANY (d/b/a PARK HYATT SAIGON),Vietcombank,Ho Chi Minh City Branch
GDE-32,GDE_Guide,Pasek - Gairah Travel,,,Indonesia  ,Bali,,,,,,,,,,
CRS-48,CRS_Cruise,Peony Cruises,5*,,Vietnam  ,Ha Long,,,,,,,,,,
HTL-39,HTL_Hotel,Peridot Gallery Classic Boutique Hotel,4*,,Vietnam  ,Ha Noi,Ms. Thuy - 0348 438 585,"52 Bat Su Street, Hoan Kiem District, Ha Noi",,,,,1061779999,CONG TY TNHH VAT TU THIET BI TUAN LONG,VIETCOMBANK ,Hanoi - CHuong Duong Branch
HTL-13,HTL_Hotel,Peridot Grand Luxury Boutique,5*,,Vietnam  ,Ha Noi,+84 886 428 888.,"33 Duong Thanh Street, Hoan Kiem District, Ha Noi",,,,,,,,
RST-13,RST_Resort,Perle D'Orient Cat Ba - MGallery,5*,,Vietnam  ,Cat Ba,+84 225 388 7360 ,"Cat Co 3 Beach, Cat Ba, Cat Hai, Cat Ba island, Hai Phong City ",,,,,3338333009,TRUONG BINH MINH JSC,Indovina Bank Limited,Hai Phong - Hai Phong
DRV-01,DRV_Driver_of_vehicle,Phan Hien - Kaito,,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
GDE-17,GDE_Guide,Phan Ngoc Hoa,Good Guide,,Vietnam  ,Ho Chi Minh City,0868382571,,,,,,0911000071050,Phan Ngoc Hoa,VIETCOMBANK ,Tan Son Nhat Branch
HST-13,HST_Hostess,Phan Nguyen Ai Lien,,,Vietnam  ,Ho Chi Minh City,Mr. Bảo - 0776140820,,,,,,,,,
HST-09,HST_Hostess,Phan Phuong Uyen,,,Vietnam  ,Ho Chi Minh City,Mr. Bảo - 0776140816,,,,,,,,,
GDE-16,GDE_Guide,Phan Thi Truc Ngan,Senior Guide,,Vietnam  ,Ho Chi Minh City,0938612887,,,,,,,,,
GDE-15,GDE_Guide,Phan Tran Dieu Mai,Pickup Guide,,Vietnam  ,Ho Chi Minh City,0903598260,,,,,,00000065613,Phan Tran Dieu Mai,TP Bank,Cao Thang Branch
GDE-73,GDE_Guide,Phan Van Dien  - Venus ,,,Vietnam  ,Hoi An,,,,,,,,,,
ATC-25,ATC_Attraction,Pak Ou caves,,,Laos  ,Luang Prabang,,,,,,,,,,
ATC-26,ATC_Attraction,Songlao sunset cruise,,,Laos  ,Luang Prabang,,,,,,,,,,
FNB-11,FNB_Restaurant,Pho 1$,Local Vietnamese Restaurant,,Vietnam  ,Ho Chi Minh City,,,,,,,69803666868,Tran Thi Thanh,MB bank,
FNB-31,FNB_Restaurant,Pho Cuon 31 - Ngu Xa,Local Vietnamese Restaurant,,Vietnam  ,Ha Noi,,,,,,,,,,
FNB-75,FNB_Restaurant,Pho Cuon Huong Mai - Ngu Xa Branch,Local Vietnamese Restaurant,,Vietnam  ,Ha Noi,,,,,,,,,,
FNB-48,FNB_Restaurant,Pho Thanh Nam,Local Vietnamese Restaurant,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
TRS-02,TRS_Transport_Company,Phu Quoc Express,,,Vietnam  ,,0989.566.889 ,"Số 90 Trần Hưng Đạo, Thị trấn Dương Đông, Huyện Phú Quốc, Kiên Giang, Việt Nam ",,,,,68996688,CONG TY TNHH THUONG MAI  DU LICH DAC KHU PHU QUOC VIET NAM,ACB,Kien Giang - Phu Quoc
GDE-83,GDE_Guide,Phung Vinh Huy  - Venus ,,,Vietnam  ,Hoi An,,,,,,,,,,
GDE-60,GDE_Guide,Phuong - Vam Xang ,,,Vietnam  ,Vam Xang,,,,,,,,,,
HMS-03,HMS_Homestay,Phuong Pham Homestay,Homestay,,Vietnam  ,Ta Phin,,,,,,,,,,
HTL-140,HTL_Hotel,Pistachio Hotel Sapa,4*,,Vietnam  ,Sapa,,,,,,,,,,
HMS-09,HMS_Homestay,Pu Luong Eco Garden,,,Vietnam  ,Thanh Hoa,0987 129 129,"Bang Village, Ba Thuoc District, Thanh Hoa Province",,,,,284704071666999,Cong Ty TNHH Dau Tu Thuong Mai va Du Lich Tien Phat,HD Bank ,Thai Nguyen Branch
HMS-10,HMS_Homestay,Pu Luong Jungle Lodge,,,Vietnam  ,Thanh Hoa,0866 362 002,"Bam Village, Thanh Lam Ward, Ba Thuoc District, Thanh Hoa Province",,,,,1037219196 ,HKD JUNGLE.LODGE PULUONG,VCB,Hanoi - Thanh Xuan
HMS-11,HMS_Homestay,Pu Luong Retreat,,,Vietnam  ,Thanh Hoa,0968 447 786,"Ban Don, Thanh Lam Commune, Ba Thuoc District, Thanh Hoa Province.",,,,,,,,
HTL-74,HTL_Hotel,Pullman Hanoi,5*,,Vietnam  ,Ha Noi,+84 24 3733 0688,"40 Cat Linh, Dong Da, Hanoi",,,,,2003165002,Global Toserco Ltd - Pullman Hanoi,Indovina bank,Hanoi 
RST-20,RST_Resort,Pullman Phu Quoc Beach Resort,5*,,Vietnam  ,Phu Quoc,Ms Huệ/ 0 297 627 9999- from the slide,"GROUP 6, BAN QUY HAMLET, DUONG BAO AREA, DUONG TO COMMUNE, PHU QUOC,",,,,,111002918321 ,CONG TY CO PHAN MILTON ,VIETINBANK,Hanoi - Thanh An Branch
HTL-125,HTL_Hotel,Pullman Saigon Centre,5*,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
GDE-100,GDE_Guide,Putu Agus - Gairah Travel ,Senior Guide,,Indonesia  ,,,,,,,,,,,
GDE-81,GDE_Guide,Quach Trung Viet   - Venus ,,,Vietnam  ,Hoi An,,,,,,,,,,
FNB-45,FNB_Restaurant,Quan An Bac Hien,Local Vietnamese Restaurant,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
FNB-41,FNB_Restaurant,Quan Bui - Le Thanh Ton Branch,Vietnamese Restaurant,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
FNB-12,FNB_Restaurant,Quan Bui Central ,Colonial Restaurant,,Vietnam  ,Ho Chi Minh City,,1B Ngo Van Nam,,,,,3102778807,Chi nhanh cong ty TNHH Am Thuc D Va T,BIDV,Ho Chi Minh branch
FNB-39,FNB_Restaurant,Quan Hanh Hue,Vietnamese Restaurant,,Vietnam  ,Hue,,,,,,,,,,
HMS-02,HMS_Homestay,Quoc Phuong Riverside ,Homestay,,Vietnam  ,Ben Tre,,,,,,,0071000007454,CONG TY CO PHAN DỊCH VU DU LICH PHU THO,VCB,HO CHI MINH - HUNG VUONG
PRT-28,PRT_Partner_DMC,Red Bridge Cooking Class Hoi An,,,Vietnam  ,,,,Approved,,,,0041000452046,CONG TY LIEN DOANH CAU DO,VIETCOMBANK ,Hoi An - Pho Hoi
FNB-02,FNB_Restaurant,Red House Seafood Nanyang Clarke Quay,Seafood/Chinese Restaurant,"Closing time after lunch very strict
12:00-14:30
17:00-22:00",Singapore  ,Singapore  ,,"3C River Valley Road 01-02/03, The Cannery, Singapore 179022",,,,,,,,
HTL-126,HTL_Hotel,Renaissance Riverside Hotel Saigon,5*,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
FNB-54,FNB_Restaurant,Restoran Nyonya Cantik,Nyonya Restaurant,,Malaysia  ,Malacca,,,,,,,,,,
HTL-76,HTL_Hotel,Rex Hanoi Hotel,5*,,Vietnam  ,Ha Noi,0243 556 5588,"42-44 Gia Ngu, Hoan Kiem, Hanoi",,,,,1027461667,CONG TY CO PHAN DICH VU THUONG MAI DU LICH HOA BINH,VIETCOMBANK ,Hanoi - South Hanoi
FNB-47,FNB_Restaurant,Rice Field restaurant,Vietnamese Restaurant,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
CRS-49,CRS_Cruise,Rita Cruises,5*,,Vietnam  ,Ha Long,,,,,,,,,,
HTL-26,HTL_Hotel,Rivora Heights,5*,,Sri Lanka,Kandy,+94 812 063 688,"34 Rajapihilla Mawatha, Kandy 20000, Sri Lanka",,,,,,,,
