Partner ID,Partner Type,Partner Name,Date,Group Number,Feedback Type,Feedback Message,What was done?
TRS-04,TRS_Transport_Company,SBS Transfer,2025-03-21,W201,Bad,The buses we had in Saigon had some minor issues. One had folding table in the trunk for airport pick up and Ngan said the driver not very nice. And not the freshest / newest of the buses we could have,
RST-04,RST_Resort,Aroma Beach Resort & Spa ,2025-03-21,W201,Good,"very nice, ms Duyen always so flexible even with last minute cancellations
They liked the space, super large beds and gardens. Food and drinks good too",
HTL-74,HTL_Hotel,Pullman Hanoi,2025-03-21,W201,Good,"good service, good breakfast, good checkin, no questions and pretty quick with the keys. Location not so good as there's nothing much to do around hotel. 
But it surely works as a quality hotel for groups, especially as we were using 2 45seaters",
HTL-70,HTL_Hotel,Orchids Saigon Hotel,2025-03-21,W201,Good,"They liked the decor in Orchids and the rooms, nice coffee bar at the lobby",
GDE-44,GDE_Guide,Le Thi Thuy Linh  - MHP ,2025-03-21,W201,Good,Linh great as always,
GDE-39,GDE_Guide,Ta Thi Mai - MHP ,2025-03-21,W201,Good,"Mai (new Mai) was a new guide, first time working with our groups. She did OK as a sitting guide",
GDE-19,GDE_Guide,Tran Xuan Huy,2025-03-21,W201,Good,"Huy did good. Good English, but didn't get much interaction with guests. One morning he showed up pretty late at the hotel (just before scheduled departure).",
GDE-16,GDE_Guide,Phan Thi Truc Ngan,2025-03-21,W201,Good,Ngan was the boss,
FNB-25,FNB_Restaurant,Koto Van Mieu,2025-03-21,W201,Good,"very good service and food. It does get very loud in the restaurant when the room is full, but we were almost the only ones on the floor so it was only an issue for other guests this time.",
FNB-23,FNB_Restaurant,Viet Rice Essence,2025-03-21,W201,Good,"my first time here, we came for lunch and it was a very nice meal. Great decor, tables set up and service. Looks fresh and nice. Food was very tasty too. ",
FNB-17,FNB_Restaurant,Cau Go Vietnamese Cuisine,2025-03-21,W201,Bad,"was a poor experience as everything was extremely slow. Drinks, dishes, everything. One dish was served at a time with 5-10minutes waiting time between them. I.e. you get only water spinach served and nothing else for the next 10 minutes.. Bills were painfully slow too. Food ordered by Minh was too little for this group. I told him to increase Cau Go budget for our quotations if needed. ",
CRS-01,CRS_Cruise,Aqua of the Seas Cruise,2025-03-21,W201,Bad,"has one of the shortest cruising routes, on the 2nd day the tour is to hospital cave in Cat Ba which is underwhelming for the early wake up. All other cruises go to the other cave (Trung Trang) 
The transfer boat is regular tender, not speedboat
noticed at the bar, the bartender liked to not pour the entire alcohol serving into the drinks",
CRS-01,CRS_Cruise,Aqua of the Seas Cruise,2025-03-21,W201,Good,"Comfortable cabins with good showers, heated jacuzzi pool, tasty food, good drinks
Restaurant staff was good, enthusiastic cooking class that nobody attended  (people only waited to eat the spring rolls), good cruise manager
Suit for chartered group",
FNB-105,FNB_Restaurant,Top of Hanoi ,2025-03-24,W225,Good,"nice. We got a plastic tents set up for our group to shelter us in case of drizzle/rain. It didn't look pro, but it would help agains the elements",
HMS-09,HMS_Homestay,Pu Luong Eco Garden,2025-03-27,L2162,Good,"nice room good view but not always can see rice terraces depends location of room, pool open 24h, rooms located at different heights can be problem for old people or problem with knees",
CRS-05,CRS_Cruise,Dora Cruise,2025-03-27,L2162,Good,"We had our own waiter take care of our table. I have one guest has allergy for gluten, also vegan. They take extra dish for them and event pizza. The guests were very happy about food on the cruise.",
CRS-05,CRS_Cruise,Dora Cruise,2025-03-27,L2162,Bad,"102 near reception and always small boats stops near the balcony. Room is bigger than La Casta, Quick cleaning after guest check out so still find some hair in bathroom and small spots on bedding. Black spots in the bathroom maybe because the ship is already 5 years old and has not been renovated (don’t Know) But over all room 7/10. On my toilets door previous guest left a passionate kiss (pink lipstic) on the door ;)",
RST-37,RST_Resort,Merusaka Nusa Dua,2025-04-10,L2083,Bad,"the hotel too crowded and busy, describing the atmosphere as chaotic. The restaurants were seen as messy, and the food did not meet expectations. One guest described it as resembling a mass-tourism resort, more suitable for those who enjoy large, busy environments. They compared the experience to mid-range Turkish resorts, noting poor-quality food and even plastic glasses being used",
GDE-100,GDE_Guide,Putu Agus - Gairah Travel ,2025-04-10,L2083,Good,especially praised the guide – Agus was described as truly exceptional and someone we should value highly. They also appreciated the quality of the hotels throughout the trip,
ATC-23,ATC_Attraction,Kecak Dance Performance,2025-04-10,L2083,Bad,"This experience was not well received by the group. Guests felt it was overly commercial and lacked authenticity, referring to it as a mass-scale, industrial-style performance that did not align with the spirit of their trip",
RST-04,RST_Resort,Aroma Beach Resort & Spa ,2025-04-15,W249,Good,"Everything was good, no issues here, they even prepared 2x keys for each Twin room. The guests praised the service, the food, and the rooms.",
HTL-74,HTL_Hotel,Pullman Hanoi,2025-04-15,W249,Good,"Pullman Hanoi has a spacious lobby that’s great for handling big group check-ins, and the staff is friendly and professional, with a handy money exchange counter. However, the hotel feels quite dated—furniture and fixtures show wear, some rooms have maintenance issues (like an unlocked pool door in mine), so while the food is good, this should not be marketed by us to incentive groups as true and good 5*",
HTL-72,HTL_Hotel,Pao's Sapa Leisure Hotel,2025-04-15,W249,Bad,"the staff mistakenly gave group an early 6 AM wake-up call meant for someone else—luckily, no one was hungover, or it could’ve been worse. Overall, the staff felt quite unprofessional and disorganized.",
HTL-47,HTL_Hotel,Hotel Grand Saigon,2025-04-15,W249,Good,"Quick check-in . Giving the welcome gifts (1x nón lá + 1x hand fan) at reception worked well, as guests received them along with the keys before heading to their rooms. One room had a musty smell, but the issue was quickly resolved by moving the guests to another room with reception's support.",
GDE-38,GDE_Guide,Do Duc Phuong - MHP ,2025-04-15,W249,Good,"Phuong lacks experience a bit and is not ready to handle groups alone or talk to the clients on the bus while alone.  They were a good support, especially towards the end of the tour, when they learned the way to work in a team.",
GDE-37,GDE_Guide,Do Van Hau - MHP,2025-04-15,W249,Good,"Hau is more experienced, and level-headed. They were a good support, especially towards the end of the tour, when they learned the way to work in a team.",
GDE-21,GDE_Guide,Vo Hoang Hung,2025-04-15,W249,Good,"Hung is more passive. But as support guides are ok. If asked very specifically to do something, they will. So for support of TLs without many expectations - ok.",
GDE-21,GDE_Guide,Vo Hoang Hung,2025-04-15,W249,Good,"Hung is more passive. But as support guides are ok. If asked very specifically to do something, they will. So for support of TLs without many expectations - ok.",
GDE-12,GDE_Guide,Nguyen Thanh Nam,2025-04-15,W249,Good,"Nam is more experienced. As support guides are ok. If asked very specifically to do something, they will. So for support of TLs without many expectations - ok.",
FNB-48,FNB_Restaurant,Pho Thanh Nam,2025-04-15,W249,Neutral,"on the way to SGN airport: Many guests ate and liked it, but many asked Justyna how could we take them to such a ""dirty, ugly place""  One of them even told her that it's uncomparable to their other tours when they were eating in hotels  Fortunately, she told the guests that the best food in Asia is in such small, local places, and she fully supports my decisions as I know all the best food in VN ",
FNB-41,FNB_Restaurant,Quan Bui - Le Thanh Ton Branch,2025-04-15,W249,Good,"very good food, staff was all ok, guests praised the food.",
FNB-24,FNB_Restaurant,Buffet Sen Tay Ho,2025-04-15,W249,Good,"Good food, nice room, clean toilets. However, it's massive and crowded with VNese families, so it depend on the kind of client you have if it's ok to bring them here or not. Good way out to the airport, and also good to stop on the way before the flight back to Europe.",
FNB-23,FNB_Restaurant,Viet Rice Essence,2025-04-15,W249,Good,"Set up good, food good, they even got the Dan Bau lady to perform some music  super nice.",
FNB-22,FNB_Restaurant,O Bun Cha Ha Noi,2025-04-15,W249,Good,"We asked to set up the eating space for us early, so it was ok. For group of 40 pax - a bit tight, but good, still some chairs/tables facing the street/balcony style left. But it was hard to squeeze in  So probably could not fit 50 pax and more. Pls note. Food - good, many ppl said it was the best lunch.",
FNB-21,FNB_Restaurant,Am Thuc Mong Sapa ,2025-04-15,W249,Good,"Food ok, many dishes made with sturgeon and salmon, so more on the ""fishy"" side. But the guests enjoyed.",
FNB-20,FNB_Restaurant,Cai Mam Hoi Vu,2025-04-15,W249,Good,"that's a quite a new branch of Cai Mam we've been using for 3* guests for local/restaurant type of meal in Dao Duy Tu street. Located in an old house in a small street, could be good for small groups. However, for the big group like this they were a bit too uncoordinated. The food was good, we only ordered fried rice, fried noodles, and fried spring rolls as Lukasz K suggested. So in the end it was ok, but took much time ordering drinks, etc.",
FNB-19,FNB_Restaurant,Spice Garden Tam Coc,2025-04-15,W249,Good,"The owner forgot to recheck what Minh ordered for our group in the morning of the tour. So they served a different set than we ordered and had menus printed for. However they were hungry, and they liked the restaurant + the food, so they essentially cleaned the plates xD All super good, so the guests praised the food.",
FNB-18,FNB_Restaurant,Bia Hoi Lan Chin ,2025-04-15,W249,Good,"In the end good, but when we went in some ppl were just sitting, not eating. But I've convinced them to try everything and they did, some said it was the best food in the whole tour. However, as you can see - once again it turns out that if we keep the guests informed what to expect, they are easier to accept this form of eating. During the day I kept reminding them that dinner will be SUPER LOCAL with many Vietnamese ppl sitting around drinking beer and talking about life. So it was easier for them to accept.",
FNB-05,FNB_Restaurant,Hoa Tuc - Hai Ba Trung branch,2025-04-15,W249,Good,"All good, asked to serve all the chả giò and gỏi cuốn at the same time right after coming in, so they did. Very quick and good with our set.",
FNB-01,FNB_Restaurant,5ku Station Thai Van Lung,2025-04-15,W249,Good," Everything ok. Loo went there before the group came, so everything was prepared well.",
CRS-42,CRS_Cruise,La Regina Legend,2025-04-15,W249,Bad,"any guests complained a bit at first about the long tender transfer,and the vice-manager of the cruise - Ms. Hao from Hue was very aggressive in communication, lacked professionalism",
CRS-42,CRS_Cruise,La Regina Legend,2025-04-15,W249,Good,"any guests complained a bit at first about the long tender transfer,and the vice-manager of the cruise - Ms. Hao from Hue was very aggressive in communication, lacked professionalism",
ATC-01,ATC_Attraction,Hanoi train street,2025-04-15,W249,Good,"In the end we could go into Le Duan part, but only in the late evening. It's good, because I could put the whole group deeper in the Hanoi 1990s cafe, a bit further away from the tracks, so it was a bit safer, but still fun.",
RST-09,RST_Resort,Furama resort,2025-04-19,W225,Good,"great food at the restaurants, and impressive service overall. The hotel (as I learnt from Mr Chau) is the first 5* hotel in Vietnam. The maintenance and upkeep is great, lovely nature all around, peacocks wandering around, new vegetarian restaurant Taya House in an original wooden house from the north. Rooms on the ground/2nd floor (garden/lagoon) might be a little dark with little sunlight. ",
HTL-74,HTL_Hotel,Pullman Hanoi,2025-04-19,W225,Good,"efficient check in and check out, nice spacious lobby, great breakfast. Rooms with shower inside/over the bathtubs might not be convenient to people with limited mobility. Hotel is outside the main areas so absolutely nothing to do around it. Large parking, good for buses. The hotel is only good for groups ",
GDE-68,GDE_Guide,Nguyen Thanh Chau  - Venus ,2025-04-19,W225,Good,great,
GDE-46,GDE_Guide,Thuong  - MHP ,2025-04-19,L2250,Good,"turned out to be excellent. She spoke fluent and clear English, had solid knowledge about the places we visited, was kind and friendly with the group, took initiative in improving the experience, and chose the best cycling route in Ninh Binh I’ve ever taken",
GDE-44,GDE_Guide,Le Thi Thuy Linh  - MHP ,2025-04-19,W225,Good,great as always,
GDE-41,GDE_Guide,Do Bich Phuong  - MHP ,2025-04-19,L2250,Bad,"Andrzej met with Phuong at 7:30 AM, and she informed me that she had another group and that a different guide would be coming in her place",
FNB-33,FNB_Restaurant,Dao Tien restaurant,2025-04-19,W225,Good,"Dao Tien restaurant in Hoi An was very nice, my first visit there. Very efficient staff, they knew what to do to serve us fast. ",
FNB-32,FNB_Restaurant,Morning Glory Signature,2025-04-19,W225,Good,"we were sat deep inside the restaurant (basically 1 floor above Vy's Market), while it would be nicer to put us on the tables closer to balcony and river view. ",
FNB-19,FNB_Restaurant,Spice Garden Tam Coc,2025-04-19,L2250,Good,"Only two out of eight guests made it to the top of Mua Cave, as the 32°C heat and fear of heights stopped most halfway—or earlier—but those who reached the summit loved the view.",
FNB-18,FNB_Restaurant,Bia Hoi Lan Chin ,2025-04-19,W225,Good,"bia hoi was OK, but not overwhelmingly fun for them, they didn't drink much. ",
FNB-17,FNB_Restaurant,Cau Go Vietnamese Cuisine,2025-04-19,W225,Good,Cau Go was very quick and efficient this time (and they kept apologizing for our last group experience),
FNB-16,FNB_Restaurant,Bun Cha Dac Kim - Hang Manh branch,2025-04-19,W225,Good,All went good and smooth,
CRS-25,CRS_Cruise,Garden Bay Legend Cruise,2025-04-19,W225,Bad,"On Bai Tu Long route, departs from Halong International Port.  The bot itself was pretty old, wooden with smaller rooms/windows and no balconies. My rooms had at least 3 coackroaches (the ones I saw, must have had more...). The food was surprisingly tasty and fresh (I expected worse  ) and Mr Son (bartender) was one of the best bartenders I have seen on Halong boats, super funny and talkative. Cruise Manager lacking language skill but kudos to him as he did go on the kayak with everyone to show the route (doesn't happen much). OVerall, not recommended, too old. ",
ATC-05,ATC_Attraction,Bich Dong Pagoda,2025-04-19,L2250,Good,"Instead of the usual quick detour, Thuong took the group on a longer, scenic cycling route to Bich Dong with different paths each way, which everyone loved. One guest skipped the ride and waited at a nearby café, arranged with the driver.",
ATC-04,ATC_Attraction,Mua Cave,2025-04-19,L2250,Neutral,"Only two out of eight guests made it to the top of Mua Cave, as the 32°C heat and fear of heights stopped most halfway—or earlier—but those who reached the summit loved the view.",
,GDE_Guide,Nguyen Van Chan  - Venus ,2025-04-19,W225,Good,"first time meeting him. Good, very good English, I think he doesn't work that much with TLs so it took a little bit of time to smoothen when/where/who talk about places. ",
HTL-37,HTL_Hotel,Central Palace Hotel ,2025-04-30,W152,Good,"good for groups with lower 4* standard. Very efficient, fast front desk, plenty of space for bus and check in/check out.As the hotel is little older there were rooms which had some issues – noisy AC, some without AC turned on so feeling hot when getting in the room. One room had water pipe leak in the bathroom upon check in so it was changed immediately. ",
RST-41,RST_Resort,Grandis Hotels and Resorts,2025-05-13,L2143,Neutral,"hotel connected to Suria shopping mall. Just opposite Hyatt Centric and with great location, walking distance everywhere and excellent front desk staff. Rooms look a bit tired though (wooden furniture with lots of scratches) and the breakfast was so so, even though it had lots of items available. Rooftop pool and decent view from rooftop, but will be obstructed by the construction in front. It is ok, but certainly not the best, for higher standard and new property choose Hyatt Centric.",
RST-39,RST_Resort,Mulu Marriott Resort&Spa,2025-05-13,L2143,Good,"really nice property surrounded by rainforest. The only place with a pool and basically the only hotel in the area. Rooms are build on concrete pillars well above the ground below (it may flood so using pillars), great upkeeep of the property and well trained staff. They have tasty buffet dinner included, and shuttle serive to the National Park HQ/gate operating 06:45-21:00. All airport transfers are included in the service too. Airport transfer takes 20minutes, usually with open truck that has benches and a roof (can fit ~14pax pax and luggage), National Park transfer is about 10minutes, for this one they use minibus 10seat. Quite expensive F&B for Malysian standards, food starting at 55MYR, beer is 35MYR",
HTL-33,HTL_Hotel,The Waterfront Hotel Kuching,2025-05-13,L2143,Good,"Nice one. Large, comfortable rooms, excellent breakfast options and great location, just opposite pedestrian bridge over the river and with lots of historic buildings around. The hotel shares the same building with a shopping mall, so there's also plenty of shops, cafes and large grocery shop if you take the side entrance to the mall. ",
GDE-92,GDE_Guide,Mariea - DTH Malaysia ,2025-05-13,L2143,Good,"a Malay-Indian guide with a pretty strong accent, who started on the weak side. I was getting a bit frustrated, but after getting to know each other I think it was a great experience to have someone with this insights into Hindu and Indian community. Great knowledge gains, as we usually work with Malay-Chinese guides and need to ask the Indian drivers of Lero Maju about more information related to Indian community. ",
GDE-91,GDE_Guide,Ganie - DTH Malaysia ,2025-05-13,L2143,Good,"great guide. A bit older, but great knowledge and good English.",
GDE-90,GDE_Guide,Andy - DTH Malaysia ,2025-05-13,L2143,Bad,"a bit of disappointment. He started by telling us the itinerary of the 2 days and where he will leave us with the boatmen on the 2nd day (after visiting caves) as he will pick up other guests who will go trekking with him. When going around he would stay in front maintaining distance from us and just stopping where there was something to show. Certainly excellent knowledge of the area, but he seemed to be very distant. When visiting village he told us we can go to the market and read the information about the village on the boards... ",
GDE-89,GDE_Guide,Switchely (Michael) - DTH Malaysia ,2025-05-13,L2143,Good,"great all around. Funny, great English, entertaining, knowledgable ",
ATC-33,ATC_Attraction,Semenggoh Wildlife Centre,2025-05-13,L2143,Good,"we were lucky to see 3 orangutans, as it is not guaranteed to see them. They live in the forest and come to the feeding platforms when they feel they'd like to have some extra food. Now was a fruit season, so some days no orangutans are showing. The place has parking and 10min electric car transfer to the feeding platforms. You can opt to walk, but it is a little bit up and down, maybe 30min walk one way. It can get busy, when we visited I'd estimate about 100 ppl were there with us",
HTL-16,ATC_Attraction,Bako National Park,2025-05-13,L2143,Good,"very nice tours. For the longer treks it might be really tiring with the heat, therefore local guides will usually recommend shorter treks and just extend them a bit in time with more stops to learn about the forest",
HTL-16,HTL_Hotel,Bako National Park,2025-05-13,L2143,Neutral,"the air conditioned bungalows are OK, but it is still a pretty basic accommodation. The ones without AC are a stuffy, hot rooms with a ceiling fan. it gets pleasantly cool by the nighttime, but as you enter the room you don't want to stay inside, its too hot. Also no amenities in the rooms. I stayed in 'hostel' room which has beds only and shared toilets with cold showers. Canteen serves buffet lunch but I recommend to order a la carte (guests can choose option), then the food is going to be fresh. Meals are basic but tasty, beers and soft drinks available too. ",
ATC-31,ATC_Attraction,Mulu National Park,2025-05-13,L2143,Neutral,"standard tours here include day1 trek to Deer cave and watching bats + day2 clearwater cave (by boat). Deer cave trek is 3km trek one-way, following well maintained wooden walkway. It is lit after dark, so you can get back to National Park HQ even after dark without a torchlight. You leave about 3PM to visit Lang and Deer cave and watch millions of bats leaving the cave. Walk back before Sunset (about 1hr walk one way). The Clearwater cave tour is by longboats (6-7pax /each) with a stop at Penan village. You enter one cave, and then short boat ride to Clearwater which is super impressive. Tasty picnic lunch provided and you can swim in the river here. No towels are provided. Back to hotel after about 5hrs. You can add canopy walk (50MYR per pax) or night walk (30 MYR per pax) which need to be booked with National Park directly, join tours, 8pax maximum. Start and end point at the National Park. ",
ATC-13,ATC_Attraction,Kinabalu Park,2025-05-13,L2143,Neutral,"it is indeed a long drive if the tour combines Kinabalu Park and Poring Hot Springs. The drive to Park HQ is about 2 hours each way, but if you extend it to Poring Hot Springs it is another hour each way extra. DTH supposedly has 2 type of Kinabalu tours. One is just walking along the trails in the park (which I thought we're doing), the other one is 45min botanical loop walk and then going to Poring Hot Springs. It is extra drive but they have a nice canopy walk at the hot springs and you can dip your feet/body in the hot springs if you want to. To have a full bath it takes a lot of time, ideally 2hrs here as you need to fill up your bath first. The baths and swimming pool are charged extra, tour only includes foot soaking. Only local restaurant here, outside the gate which is pretty local with pink tablecloth and basic toilet. Nicer looking option is restaurant inside Poring Hot springs. Very near to hot springs is Rafflessia garden, which has high ticket (30MYR) but it is just on the roadside with plenty of flower buds in this particular spot, very high chance of seeing the flower. ",
GDE-70,GDE_Guide,Cao Ngoc Dung  - Venus ,2025-05-30,L2191,Good,overall he is good and very knowledgeable,
GDE-70,GDE_Guide,Cao Ngoc Dung  - Venus ,2025-05-30,L2191,Bad,Seem like he forgot program boat to Thien Mu. He skip it and guest ask about it.,
GDE-68,GDE_Guide,Nguyen Thanh Chau  - Venus ,2025-05-30,L2191,Good,knowledgeable and telling interesting stories,
GDE-68,GDE_Guide,Nguyen Thanh Chau  - Venus ,2025-05-30,L2191,Bad,he did skip the dragon boat in Hue without telling them assuming they were tired as it was sunny. In the end they did it the next day. Venus talked to him that it should be consulted with Guests and communicated clearly. Not sure if he still wanted to do it or just thought to skip it,
GDE-33,GDE_Guide,Nguyen Ha Mai - MHP ,2025-05-30,L2191,Good,"very energetic and nice, they were celebrating a birthday so she got a cake for them as a surprise, good thinking!",
PRT-28,PRT_Partner_DMC,Red Bridge Cooking Class Hoi An,2025-06-10,L2191,Good,"They had two cooking classes as requested with extra private one in Hoi An (instead of countryside tour) with Red bridge. Mimi was a great cook, they enjoyed that",
TRS-05,TRS_Transport_Company,Trinh Gia - Kaito,2025-06-16,B114,Good,Both DCAR models were very good,
HTL-31,HTL_Hotel,Caravelle  Hotel Saigon,2025-06-16,B114,Good,"Everything was well prepared. There was a small issue with the check-in process on the 9th floor.
As the guests were delayed after their flight, we tried to speed things up, but still had to go up to the lounge on the 9th floor for check-in.
Excellent support from the front desk – one guest was scammed at a bar during the night, and thanks to the hotel’s intervention and support (they even accompanied him to the police), he was able to recover the money. We will send a thank-you email to the hotel",
FNB-15,FNB_Restaurant,The Straits Kitchen & Bar,2025-06-16,B114,Good,"Nice restaurant with a lovely view in Sedona Suites. Service was a bit slow, but it can be used for business groups",
FNB-14,FNB_Restaurant,Café de l’Opera - Caravelle Sai Gon ,2025-06-16,B114,Good,"Please note that the hotel restaurant is quite expensive (200,000–400,000 VND per dish), but the guests were satisfied.",
FNB-13,FNB_Restaurant,The Deck Saigon,2025-06-16,B114,Good,Great setup – there’s an option to arrive by boat. ,
FNB-13,FNB_Restaurant,The Deck Saigon,2025-06-16,B114,Bad,"Unfortunately, they missed the alcohol order and had nothing prepared or even available. That was a major oversight.",
RST-37,RST_Resort,Merusaka Nusa Dua,2025-06-23,L1920,Good,"Check in very professional, nice ambience
The guests said it's good as far as of now",
RST-33,RST_Resort,Munduk Sari Resort,2025-06-23,L1920,Bad,"The hotel seems to have a mix of renovated and older rooms—mine was outdated with a poorly cleaned bathroom, while guests said theirs were nice. Breakfast was very basic likely due to low occupancy, but the pancakes and scrambled eggs were good, and guests had no complaints",
RST-30,RST_Resort,Sakti Garden Resort & Spa ,2025-06-23,L1920,Good,"The hotel has a nice ambience with friendly, professional staff and a good buffet breakfast, though it lacks Indonesian dishes apart from sambal varieties. Location is convenient with nearby amenities, and the shuttle service to Ubud center runs four times a day.",
RST-30,RST_Resort,Sakti Garden Resort & Spa ,2025-06-23,L1920,Bad,"My room had a strong musty, moldy smell due to poor ventilation, while guests’ rooms were slightly better and they were understanding about the humidity. However, the lack of air circulation is a structural issue and could lead to serious complaints from more demanding guests in the future.",
HTL-12,HTL_Hotel,Ketapang Indah Hotel ,2025-06-23,L1920,Good,"Very big hotel/resort.
There is almost nothing around, and no place to buy alcohol, as it is on Java Island already.
The rooms are a bit old, but clean.
Very good buffet breakfast with many options.",
GDE-100,GDE_Guide,Putu Agus - Gairah Travel ,2025-06-23,L1920,Good,"Agus and the driver made a fantastic team—fun, relaxed, yet highly professional, creating a friendly and engaging atmosphere that guests truly enjoyed. Their thoughtful touch of offering drinks in the car at Circle K prices was a hit, adding convenience and boosting guest satisfaction",
FNB-57,FNB_Restaurant,Grand Puncak Sari,2025-06-23,L1920,Good,"nice local buffet styled lunch, good food, quite many options, nice view over the volcano in the distance.",
FNB-56,FNB_Restaurant,Maha Gangga Valley,2025-06-23,L1920,Good,"good lunch wtih nice views of the surrounding area. Had 4 local options to choose (2 kinds of chicken rice, duck rice, fish nyat nyat rice).",
FNB-55,FNB_Restaurant,Greenkubu Tegalalang,2025-06-23,L1920,Good,"The restaurant had beautiful rice field views, but the initial menu offered only Western options, which felt off for the first local meal of the tour. Luckily, Agus quickly coordinated local dishes with Krisna—Nasi Campur was well received, and moving forward, partners should prioritize local meals as the default, with Western options only as a backup.",
ATC-36,ATC_Attraction,Lempuyang Temple ,2025-06-23,L1920,Neutral,"There was a long 2+ hour wait at the ""Heaven Gate"" for the popular photo spot, though guests chose to wait despite an equally nice, no-wait alternative nearby. We also bought quality traditional sarongs from a local shop instead of using the free ones, which added a nice touch to the experience",
ATC-35,ATC_Attraction,Tirta Gangga,2025-06-23,L1920,Neutral,"it was ok, I've bought some feed for the fish here to lure them while the guests were taking photos. Nice small museum, but in reality, nothing TOO exciting. The guests liked it",
ATC-22,ATC_Attraction,Kawah Ijen Volcano trek,2025-06-23,L1920,Neutral,"The Ijen trek started early with professional guides and good gear, but the route was extremely crowded and challenging, especially the slippery descent and the chaotic crater area with sulfur fumes and pushy crowds. The “Lamborghini taxi” carts added congestion, and traffic issues later forced us to skip Tanah Lot Temple, so the itinerary should be adjusted to remove or make that visit optional, while managing guest expectations about the trek’s difficulty and timing challenges.",
ATC-20,ATC_Attraction,Ulun Danu Beratan Temple,2025-06-23,L1920,Neutral,"One of the most iconic water temples in Bali, however, other than taking some photos and having coffee - there is not much to do here. They liked it, because of a nice photo spot and the coffee break",
ATC-19,ATC_Attraction,Monkey Forest,2025-06-23,L1920,Good,"The area was crowded but had many friendly monkeys; photo opportunities with them were unavailable due to long lines. The walk was enjoyable, and guests appreciated the better prices on traditional clothing compared to the souvenir market at Tirta Empul.",
ATC-18,ATC_Attraction,Tegenungan Waterfall,2025-06-23,L1920,Bad,"Due to traffic and local ceremonies, we missed visiting Tegenungan Waterfall as the ticket booth closed before arrival, so only viewed it from afar. I recommend removing it from the default itinerary, focusing instead on local breakfast and kopi Bali, and offering Tegenungan as an optional visit only if timing allows—Sekumpul Waterfall later is a far better experience",
ATC-17,ATC_Attraction,Virgin Beach,2025-06-23,L1920,Good,"Good, they had fun, but we only could spend 40 minutes here, due to already falling way behind the schedule",
ATC-16,ATC_Attraction,Tirta Empul Temple,2025-06-23,L1920,Good,"Everything went smoothly—4 out of 8 guests joined the purification ceremony, and I covered the small 70k IDR fee for robe and locker rental. It was a nice touch and low cost, so we could consider including this fee in future tour budgets.",
ATC-14,ATC_Attraction,Bali Pulina coffee plantation,2025-06-23,L1920,Good,"The plantation tour was short and fairly average, but the surrounding plants like coffee trees and pineapples were interesting to see. The degustation included a limited number of sets (1 per 2 couples), so I ordered extras—moving forward, Gairah should ensure each couple gets their own set.",
,ATC_Attraction,Alas Harum Bali,2025-06-23,L1920,Good,"The swing experience was enjoyable for photos, and the bracelet system worked, allowing 1 turn per person—though the ladies had extra turns thanks to the men. However, the 1.5-hour wait was long, so it may be worth asking our partner to consider a less crowded alternative next time.",
GDE-29,GDE_Guide,Dinh Thi Thuy Linh,2025-07-01,L2088,Good,"was awesome, helped them out what to do in PQC. Appreciated much. ",
PRT-05,PRT_Partner_DMC,Emily Visa,2025-07-07,E363,Bad,Agent at HAN airport missed booking and did not arrange service for our guests,Text to Emily: She said sorry and will be carefull next time
PRT-05,PRT_Partner_DMC,Emily Visa,2025-07-08,E366,Bad,Emily staff missed info about VIP service and arranged normal one for Tatiana,Text to Emily: She said sorry and will remind her staff
RST-29,RST_Resort,Nexus Resort & Spa Karambunai,2025-07-10,L2188,Good,"absolutely amazing grounds, gardens and beach and an old, run-down property that is undergoing its much needed renovations. The front desk and restaurants staff were lovely, the rooms we stayed in were newly renovated (except old, dirtish fridge) and all had great ocean view. Public areas unfortunately quite dirty (corridors and lifts) ",
RST-29,RST_Resort,Nexus Resort & Spa Karambunai,2025-07-10,L2188,Good,"absolutely amazing grounds, gardens and beach and an old, run-down property that is undergoing its much needed renovations. The front desk and restaurants staff were lovely, the rooms we stayed in were newly renovated (except old, dirtish fridge) and all had great ocean view. Public areas unfortunately quite dirty (corridors and lifts) ",
HTL-97,HTL_Hotel,The Shore Hotel & Residences,2025-07-10,L2188,Bad,"the hotel was felling quite old although it is a modern building, had very slow check-in, queues for breakfast and quite old rooms. Lifts were the worst, taking up to 25 minutes to go down with luggage at noon... It is the tallest building in the city with 43 floors but the lifts are a disaster (slow and overloaded)",
HTL-97,HTL_Hotel,The Shore Hotel & Residences,2025-07-10,L2188,Bad,"the hotel was felling quite old although it is a modern building, had very slow check-in, queues for breakfast and quite old rooms. Lifts were the worst, taking up to 25 minutes to go down with luggage at noon... It is the tallest building in the city with 43 floors but the lifts are a disaster (slow and overloaded)",
HTL-94,HTL_Hotel,Hotel Royal Signature ,2025-07-10,L2188,Good,"really nice! Very fresh (renovated), clean, very good breakfast, open views, nice pool, 24/7 grocery shops around, nespresso machines and free minibars. Just outside Jalan Alor and 10min walk from Pavilion",
HTL-94,HTL_Hotel,Hotel Royal Signature ,2025-07-10,L2188,Good,"really nice! Very fresh (renovated), clean, very good breakfast, open views, nice pool, 24/7 grocery shops around, nespresso machines and free minibars. Just outside Jalan Alor and 10min walk from Pavilion",
